id,hour,min,sec,ms,xpos,ypos,zpos,uMousePos,vMousePos,wMousePos,uGazePos,vGazePos,wGazePos
61,11,33,40,285,80.8, 17.6, 134.0,0.0, 257.7, 0.0,41.2, 249.8, 357.4
62,11,33,40,792,78.9, 17.8, 133.5,0.0, 256.8, 0.0,41.2, 248.9, 357.4
63,11,33,41,299,76.5, 17.7, 132.9,0.0, 255.8, 0.0,44.9, 247.6, 357.3
64,11,33,41,804,74.1, 17.3, 132.4,0.0, 255.8, 0.0,44.9, 247.6, 357.3
65,11,33,42,312,71.5, 17.0, 131.8,0.0, 255.8, 0.0,44.9, 247.6, 357.3
66,11,33,42,819,69.1, 16.8, 131.2,0.0, 255.2, 0.0,45.5, 247.0, 357.2
67,11,33,43,326,66.7, 16.7, 130.6,0.0, 255.8, 0.0,45.9, 247.6, 357.2
68,11,33,43,833,64.2, 16.6, 130.0,0.0, 255.9, 0.0,46.1, 247.7, 357.2
69,11,33,44,340,61.7, 16.4, 129.4,0.0, 255.9, 0.0,46.1, 247.7, 357.2
70,11,33,44,847,59.2, 16.4, 128.9,0.0, 254.4, 0.0,46.9, 246.1, 357.2
71,11,33,45,365,56.9, 16.4, 128.0,0.0, 235.3, 0.0,45.3, 227.1, 357.2
72,11,33,45,871,54.8, 16.3, 126.5,0.0, 236.4, 0.0,45.2, 228.2, 357.2
73,11,33,46,377,52.4, 16.3, 125.6,0.0, 249.0, 0.0,47.1, 240.7, 357.1
74,11,33,46,897,50.3, 16.4, 124.2,0.0, 223.7, 0.0,45.9, 215.5, 357.2
75,11,33,47,404,48.6, 16.5, 122.4,0.0, 224.1, 0.0,45.4, 215.9, 357.2
76,11,33,47,912,46.8, 16.7, 120.6,0.0, 224.1, 0.0,46.1, 215.9, 357.2
77,11,33,48,419,45.0, 16.8, 118.8,0.0, 224.1, 0.0,46.1, 215.9, 357.2
78,11,33,48,939,43.2, 17.0, 116.9,0.0, 224.1, 0.0,46.1, 215.9, 357.2
79,11,33,49,446,41.5, 17.2, 115.1,0.0, 223.2, 0.0,46.6, 214.9, 357.2
80,11,33,49,953,39.2, 17.4, 114.1,0.0, 223.1, 0.0,46.8, 214.8, 357.2
81,11,33,50,461,37.5, 17.6, 112.3,0.0, 222.6, 0.0,46.9, 214.3, 357.2
82,11,33,50,984,35.7, 17.6, 110.4,0.0, 220.5, 0.0,46.7, 212.2, 357.2
83,11,33,51,487,34.1, 17.6, 108.3,0.0, 218.7, 0.0,46.7, 210.4, 357.2
84,11,33,51,994,32.5, 17.5, 106.4,0.0, 216.4, 0.0,46.9, 208.1, 357.2
85,11,33,52,502,31.1, 17.3, 104.3,0.0, 213.6, 0.0,47.7, 205.2, 357.1
86,11,33,53,8,29.8, 17.1, 102.1,0.0, 208.2, 0.0,48.9, 199.8, 357.0
87,11,33,53,515,28.7, 16.9, 99.9,0.0, 205.3, 0.0,51.4, 196.7, 356.9
88,11,33,54,22,27.7, 16.9, 97.6,0.0, 199.1, 0.0,54.6, 190.2, 356.6
89,11,33,54,528,26.4, 17.1, 95.4,0.0, 190.1, 0.0,58.6, 180.7, 356.3
90,11,33,55,48,24.4, 17.1, 93.7,0.0, 182.5, 0.0,60.3, 172.9, 356.1
91,11,33,55,555,24.0, 17.3, 91.3,0.0, 180.9, 0.0,61.0, 171.2, 356.0
92,11,33,56,61,24.0, 17.5, 88.8,0.0, 180.0, 0.0,61.3, 170.2, 356.0
93,11,33,56,569,24.0, 17.7, 86.2,0.0, 176.7, 0.0,62.3, 166.8, 355.8
94,11,33,57,77,24.2, 17.7, 83.7,0.0, 177.2, 0.0,62.5, 167.3, 355.8
95,11,33,57,583,23.6, 17.7, 81.3,0.0, 202.0, 0.0,68.9, 190.8, 354.6
96,11,33,58,91,22.5, 17.6, 79.0,0.0, 207.0, 0.0,68.9, 195.8, 354.6
97,11,33,58,596,21.4, 17.7, 76.7,0.0, 203.1, 0.0,73.2, 190.4, 353.3
